carat,cut,color,clarity,price,cut_label,clarity_label
0.5,Very Good,2,SI1,1337.0,4,2
0.5,Very Good,1,SI1,1337.0,4,2
0.45,Ideal,2,VVS2,1337.0,2,7
0.52,Ideal,3,SI1,1337.0,2,2
0.5,Ideal,2,SI1,1337.0,2,2
0.54,Good,5,VS2,1338.0,1,5
0.54,Ideal,5,VS2,1338.0,2,5
0.54,Very Good,5,VS2,1338.0,4,5
0.46,Ideal,5,VVS1,1338.0,2,6
0.6,Ideal,1,SI2,1338.0,2,3
0.52,Premium,3,SI1,1338.0,3,2
0.52,Very Good,4,SI1,1338.0,4,2
0.52,Good,4,SI1,1338.0,1,2
0.52,Premium,4,SI1,1338.0,3,2
0.52,Good,3,SI1,1338.0,1,2
0.56,Very Good,3,SI1,1338.0,4,2
0.52,Ideal,4,SI1,1338.0,2,2
0.5,Good,3,VS2,1339.0,1,5
0.57,Very Good,4,SI1,1340.0,4,2
0.56,Premium,4,SI1,1340.0,3,2
0.56,Ideal,3,SI1,1340.0,2,2
0.56,Very Good,4,SI1,1340.0,4,2
0.56,Ideal,4,SI1,1340.0,2,2
0.56,Good,3,SI1,1340.0,1,2
0.54,Ideal,2,SI2,1340.0,2,3
0.51,Fair,2,SI1,1340.0,0,2
0.51,Very Good,2,SI1,1340.0,4,2
0.51,Premium,2,SI1,1340.0,3,2
0.54,Premium,4,SI1,1340.0,3,2
0.53,Ideal,6,VVS2,1341.0,2,7
0.52,Ideal,2,SI1,1341.0,2,2
0.68,Good,7,VS1,1341.0,1,4
0.6,Premium,5,SI1,1341.0,3,2
0.43,Ideal,4,IF,1341.0,2,1
0.37,Ideal,3,VVS1,1342.0,2,6
0.58,Ideal,1,SI2,1342.0,2,3
0.6,Ideal,6,SI1,1342.0,2,2
0.52,Very Good,4,SI1,1343.0,4,2
0.52,Very Good,2,SI1,1343.0,4,2
0.51,Ideal,2,SI1,1343.0,2,2
0.51,Very Good,2,SI1,1343.0,4,2
0.51,Good,4,VS2,1343.0,1,5
0.51,Good,2,SI1,1343.0,1,2
0.51,Premium,2,SI1,1343.0,3,2
0.51,Premium,4,VS2,1343.0,3,5
0.51,Very Good,4,VS2,1343.0,4,5
0.51,Very Good,5,VS1,1343.0,4,4
0.51,Ideal,4,VS2,1343.0,2,5
0.58,Ideal,4,SI2,1343.0,2,3
0.56,Ideal,6,SI1,1343.0,2,2
0.56,Ideal,5,SI1,1343.0,2,2
0.54,Very Good,1,SI2,1343.0,4,3
0.52,Premium,1,SI1,1344.0,3,2
0.46,Very Good,2,VS2,1345.0,4,5
0.62,Premium,4,SI2,1345.0,3,3
0.56,Ideal,4,SI1,1345.0,2,2
0.5,Very Good,3,VS2,1345.0,4,5
0.56,Premium,4,SI1,1345.0,3,2
0.54,Very Good,3,SI1,1346.0,4,2
0.57,Very Good,3,SI1,1346.0,4,2
0.54,Ideal,6,VVS2,1346.0,2,7
0.58,Ideal,2,SI2,1346.0,2,3
0.52,Ideal,4,SI1,1346.0,2,2
0.51,Ideal,3,SI1,1346.0,2,2
0.51,Ideal,1,SI1,1346.0,2,2
0.55,Premium,7,SI1,1348.0,3,2
0.62,Very Good,3,SI2,1348.0,4,3
0.44,Ideal,4,IF,1348.0,2,1
0.5,Good,2,VS2,1348.0,1,5
0.5,Fair,3,VS1,1348.0,0,4
0.5,Premium,2,SI1,1348.0,3,2
0.5,Very Good,5,VS2,1349.0,4,5
0.48,Very Good,2,SI1,1349.0,4,2
0.41,Very Good,1,VVS1,1349.0,4,6
0.41,Premium,1,VVS1,1349.0,3,6
0.52,Good,4,VS2,1349.0,1,5
0.5,Ideal,5,VS2,1349.0,2,5
0.4,Good,3,VVS1,1349.0,1,6
0.54,Premium,3,SI1,1349.0,3,2
0.51,Good,1,SI1,1349.0,1,2
0.51,Premium,3,SI1,1349.0,3,2
0.53,Very Good,6,VS1,1350.0,4,4
0.54,Ideal,4,SI1,1350.0,2,2
0.52,Good,3,SI2,1350.0,1,3
0.6,Good,4,SI1,1350.0,1,2
0.42,Ideal,1,VS1,1350.0,2,4
0.8,Good,4,I1,1350.0,1,0
0.5,Fair,4,VS1,1350.0,0,4
0.63,Premium,3,SI2,1351.0,3,3
0.5,Very Good,4,VS2,1351.0,4,5
0.5,Very Good,2,SI1,1351.0,4,2
0.53,Ideal,6,VVS2,1351.0,2,7
0.4,Ideal,3,VVS2,1351.0,2,7
0.49,Premium,2,VS2,1351.0,3,5
0.52,Ideal,4,SI1,1352.0,2,2
0.53,Good,1,SI2,1352.0,1,3
0.59,Ideal,7,VS2,1352.0,2,5
0.59,Ideal,6,SI1,1352.0,2,2
0.4,Ideal,1,VVS2,1353.0,2,7
0.53,Ideal,5,VS2,1353.0,2,5
0.46,Ideal,5,VS1,1353.0,2,4
0.47,Good,3,VS1,1353.0,1,4
0.52,Very Good,3,SI1,1354.0,4,2
0.5,Very Good,1,SI1,1354.0,4,2
0.5,Very Good,2,SI1,1354.0,4,2
0.5,Premium,4,VS2,1354.0,3,5
0.5,Very Good,4,VS2,1354.0,4,5
0.4,Ideal,1,VVS1,1354.0,2,6
0.51,Ideal,5,SI1,1354.0,2,2
0.52,Ideal,4,SI1,1354.0,2,2
0.5,Good,3,VS2,1354.0,1,5
0.55,Premium,3,SI1,1354.0,3,2
0.53,Good,2,SI1,1355.0,1,2
0.57,Ideal,6,VS1,1355.0,2,4
0.51,Ideal,2,SI1,1355.0,2,2
0.46,Premium,2,VS1,1355.0,3,4
0.59,Premium,4,SI1,1355.0,3,2
0.54,Very Good,3,SI1,1356.0,4,2
0.61,Very Good,6,SI1,1356.0,4,2
0.58,Ideal,1,SI2,1356.0,2,3
0.51,Ideal,2,SI1,1356.0,2,2
0.41,Premium,3,VVS1,1356.0,3,6
0.41,Ideal,3,VVS1,1356.0,2,6
0.41,Ideal,1,VVS2,1356.0,2,7
0.41,Premium,1,VVS2,1356.0,3,7
0.54,Premium,4,SI1,1356.0,3,2
0.53,Premium,5,VS2,1356.0,3,5
0.54,Premium,2,SI1,1356.0,3,2
0.5,Very Good,3,VS2,1357.0,4,5
0.51,Very Good,2,SI1,1357.0,4,2
0.57,Ideal,2,SI2,1357.0,2,3
0.52,Ideal,6,VS1,1357.0,2,4
0.52,Good,3,SI1,1357.0,1,2
0.54,Very Good,2,SI1,1358.0,4,2
0.43,Ideal,3,VVS1,1358.0,2,6
0.43,Very Good,3,VVS1,1358.0,4,6
0.43,Premium,3,VVS1,1358.0,3,6
0.55,Ideal,4,SI2,1358.0,2,3
0.45,Ideal,4,VVS1,1358.0,2,6
0.45,Premium,1,VS1,1358.0,3,4
0.56,Fair,2,SI1,1358.0,0,2
0.4,Very Good,1,VVS2,1359.0,4,7
0.53,Very Good,3,SI1,1359.0,4,2
0.53,Ideal,3,SI1,1359.0,2,2
0.61,Premium,3,SI1,1359.0,3,2
0.39,Ideal,4,VVS1,1359.0,2,6
0.54,Ideal,5,VS2,1359.0,2,5
0.5,Ideal,2,SI2,1359.0,2,3
0.58,Ideal,2,SI2,1359.0,2,3
0.57,Ideal,1,SI2,1359.0,2,3
0.32,Ideal,2,IF,1359.0,2,1
0.51,Ideal,1,SI2,1359.0,2,3
0.51,Premium,1,SI2,1359.0,3,3
0.51,Premium,5,VS2,1359.0,3,5
0.53,Ideal,3,SI1,1360.0,2,2
0.56,Very Good,4,SI1,1361.0,4,2
0.54,Premium,2,SI1,1361.0,3,2
0.54,Good,5,VS1,1361.0,1,4
0.59,Good,3,SI1,1361.0,1,2
0.51,Good,2,SI1,1361.0,1,2
0.59,Very Good,2,SI2,1362.0,4,3
0.71,Fair,7,SI2,1362.0,0,3
0.5,Good,5,VVS2,1362.0,1,7
0.39,Premium,2,VVS1,1362.0,3,6
0.39,Premium,4,IF,1362.0,3,1
0.51,Very Good,2,SI1,1363.0,4,2
0.55,Premium,5,VS2,1363.0,3,5
0.55,Ideal,1,SI2,1363.0,2,3
0.52,Very Good,7,VVS1,1363.0,4,6
0.41,Ideal,2,VVS2,1363.0,2,7
0.51,Good,1,SI1,1363.0,1,2
0.53,Good,4,SI1,1363.0,1,2
0.53,Ideal,3,SI1,1363.0,2,2
0.53,Good,3,SI1,1363.0,1,2
0.5,Premium,1,SI1,1363.0,3,2
0.53,Fair,2,SI1,1363.0,0,2
0.53,Premium,4,SI1,1363.0,3,2
0.41,Very Good,1,VVS2,1364.0,4,7
0.57,Good,4,SI1,1364.0,1,2
0.57,Ideal,4,SI1,1364.0,2,2
0.57,Good,3,SI1,1364.0,1,2
0.57,Very Good,3,SI1,1364.0,4,2
0.62,Ideal,3,SI2,1364.0,2,3
0.36,Very Good,6,VS2,505.0,4,5
0.26,Very Good,2,VVS2,506.0,4,7
0.33,Ideal,4,SI1,506.0,2,2
0.3,Premium,3,SI2,506.0,3,3
0.3,Premium,6,SI1,506.0,3,2
0.3,Very Good,3,SI2,506.0,4,3
0.3,Ideal,7,VS1,506.0,2,4
0.3,Premium,7,VS1,506.0,3,4
0.3,Very Good,7,VS1,506.0,4,4
0.3,Good,7,VS1,506.0,1,4
0.55,Ideal,1,SI2,1364.0,2,3
0.55,Premium,2,SI2,1364.0,3,3
0.42,Very Good,2,VVS1,1365.0,4,6
0.47,Ideal,6,VVS1,1365.0,2,6
0.51,Ideal,5,VS2,1365.0,2,5
0.56,Ideal,3,SI1,1365.0,2,2
0.5,Good,2,VS2,1365.0,1,5
0.53,Very Good,4,SI1,1367.0,4,2
0.5,Ideal,6,VVS2,1367.0,2,7
0.46,Premium,3,VS1,1367.0,3,4
0.41,Ideal,2,VVS1,1367.0,2,6
0.41,Ideal,4,IF,1367.0,2,1
0.41,Premium,2,VVS1,1367.0,3,6
0.41,Very Good,2,VVS1,1367.0,4,6
0.55,Ideal,6,SI1,1367.0,2,2
0.5,Fair,4,VS1,1367.0,0,4
0.6,Fair,3,SI1,1367.0,0,2
0.6,Good,3,SI1,1367.0,1,2
0.48,Fair,4,VVS2,1367.0,0,7
0.55,Very Good,3,SI1,1368.0,4,2
0.36,Very Good,2,IF,1368.0,4,1
0.39,Ideal,3,IF,1368.0,2,1
0.61,Ideal,2,SI2,1368.0,2,3
0.54,Ideal,4,SI1,1368.0,2,2
0.55,Ideal,3,SI1,1368.0,2,2
0.55,Very Good,1,SI2,1368.0,4,3
0.55,Ideal,1,SI2,1368.0,2,3
0.5,Ideal,1,SI2,1368.0,2,3
0.58,Ideal,6,VVS2,1369.0,2,7
0.52,Premium,2,SI1,1369.0,3,2
0.52,Very Good,2,SI1,1369.0,4,2
0.52,Very Good,4,VS2,1369.0,4,5
0.57,Ideal,4,SI1,1369.0,2,2
0.57,Very Good,4,SI1,1369.0,4,2
0.54,Premium,3,SI1,1369.0,3,2
0.54,Ideal,3,SI1,1369.0,2,2
0.42,Ideal,2,VVS1,1369.0,2,6
0.53,Very Good,3,SI1,1370.0,4,2
0.55,Very Good,3,SI1,1370.0,4,2
0.5,Ideal,6,VVS1,1370.0,2,6
0.5,Ideal,5,VS1,1370.0,2,4
0.52,Premium,3,SI1,1370.0,3,2
0.59,Ideal,6,VS2,1371.0,2,5
0.59,Ideal,3,SI2,1371.0,2,3
0.53,Ideal,4,SI1,1371.0,2,2
0.52,Very Good,2,SI2,1372.0,4,3
0.46,Premium,2,VS1,1372.0,3,4
0.42,Ideal,2,VS1,1372.0,2,4
0.63,Ideal,6,SI1,1372.0,2,2
0.58,Very Good,3,SI1,1373.0,4,2
0.5,Very Good,4,VS2,1373.0,4,5
0.5,Fair,4,VS1,1373.0,0,4
0.51,Very Good,3,SI1,1374.0,4,2
0.5,Good,1,SI1,1374.0,1,2
0.55,Premium,3,SI1,1374.0,3,2
0.4,Ideal,4,VVS1,1374.0,2,6
0.55,Ideal,6,VS2,1374.0,2,5
0.52,Ideal,5,VS2,1374.0,2,5
0.5,Ideal,3,SI1,1374.0,2,2
0.33,Ideal,2,VVS1,1374.0,2,6
0.5,Premium,2,SI1,1374.0,3,2
0.5,Very Good,2,SI1,1374.0,4,2
0.51,Ideal,5,VS2,1375.0,2,5
0.54,Premium,2,SI1,1375.0,3,2
0.41,Very Good,1,VVS1,1376.0,4,6
0.54,Very Good,3,SI1,1376.0,4,2
0.5,Very Good,1,SI1,1376.0,4,2
0.52,Premium,1,SI1,1376.0,3,2
0.41,Ideal,1,VVS1,1376.0,2,6
0.51,Ideal,6,VS1,1376.0,2,4
0.51,Good,5,VS1,1376.0,1,4
0.57,Ideal,3,SI2,1376.0,2,3
0.52,Ideal,6,VVS2,1376.0,2,7
0.59,Ideal,4,SI1,1376.0,2,2
0.58,Very Good,2,SI2,1377.0,4,3
0.51,Ideal,2,SI1,1377.0,2,2
0.53,Ideal,4,SI1,1377.0,2,2
0.57,Ideal,3,SI1,1377.0,2,2
0.45,Ideal,4,IF,1377.0,2,1
0.39,Ideal,3,IF,1377.0,2,1
0.54,Good,1,SI2,1377.0,1,3
0.55,Premium,4,SI1,1377.0,3,2
0.62,Very Good,6,VS2,1378.0,4,5
0.6,Very Good,7,VS1,1378.0,4,4
0.46,Very Good,4,VS1,1378.0,4,4
0.62,Premium,6,VS2,1378.0,3,5
0.5,Very Good,1,VS2,1378.0,4,5
0.56,Very Good,1,SI1,1378.0,4,2
0.6,Very Good,5,SI1,1378.0,4,2
0.54,Ideal,5,VS2,1378.0,2,5
0.44,Ideal,4,IF,1378.0,2,1
0.6,Good,6,VS1,1378.0,1,4
0.5,Premium,3,SI1,1378.0,3,2
0.5,Ideal,3,SI1,1378.0,2,2
0.6,Premium,3,SI2,1378.0,3,3
0.58,Very Good,4,SI1,1379.0,4,2
0.54,Very Good,2,SI1,1379.0,4,2
0.51,Very Good,1,SI1,1380.0,4,2
0.61,Ideal,6,VS2,1380.0,2,5
0.55,Very Good,2,SI1,1381.0,4,2
0.51,Premium,2,SI1,1381.0,3,2
0.51,Premium,5,VS1,1381.0,3,4
0.54,Ideal,5,VS1,1381.0,2,4
0.51,Premium,4,VS2,1381.0,3,5
0.41,Ideal,2,VVS2,1381.0,2,7
0.52,Very Good,2,SI1,1382.0,4,2
0.46,Ideal,5,IF,1382.0,2,1
0.61,Premium,5,SI1,1382.0,3,2
0.62,Premium,4,SI1,1382.0,3,2
0.51,Ideal,1,SI2,1383.0,2,3
0.52,Ideal,3,SI1,1383.0,2,2
0.57,Fair,2,SI1,1383.0,0,2
0.53,Ideal,6,VS1,1383.0,2,4
0.53,Premium,6,VS1,1383.0,3,4
0.57,Very Good,2,SI2,1384.0,4,3
0.5,Ideal,5,VS1,1384.0,2,4
0.57,Ideal,4,SI1,1384.0,2,2
0.54,Ideal,4,SI1,1384.0,2,2
0.55,Good,6,VVS2,1384.0,1,7
0.6,Very Good,2,SI2,1385.0,4,3
0.54,Ideal,3,SI1,1385.0,2,2
0.6,Ideal,2,SI2,1385.0,2,3
0.51,Ideal,5,VS2,1385.0,2,5
0.51,Ideal,2,SI2,1385.0,2,3
0.52,Ideal,5,VS2,1385.0,2,5
0.52,Very Good,5,VS2,1385.0,4,5
0.52,Good,5,VS2,1385.0,1,5
0.52,Ideal,1,SI2,1385.0,2,3
0.52,Premium,1,SI2,1385.0,3,3
0.6,Premium,1,SI2,1385.0,3,3
0.52,Ideal,7,IF,1385.0,2,1
0.51,Very Good,2,SI1,1386.0,4,2
0.5,Very Good,2,VS2,1386.0,4,5
0.58,Ideal,5,SI1,1386.0,2,2
0.5,Very Good,5,VS2,1387.0,4,5
0.57,Very Good,1,SI2,1387.0,4,3
0.51,Very Good,1,SI1,1387.0,4,2
0.52,Premium,2,SI1,1387.0,3,2
0.55,Premium,5,VS2,1387.0,3,5
0.52,Good,2,SI1,1388.0,1,2
0.58,Good,3,SI1,1388.0,1,2
0.56,Premium,1,SI2,1388.0,3,3
0.58,Very Good,4,SI1,1388.0,4,2
0.58,Good,4,SI1,1388.0,1,2
0.56,Ideal,5,VS2,1388.0,2,5
0.42,Ideal,1,VS1,1388.0,2,4
0.46,Ideal,1,VS2,1388.0,2,5
0.46,Premium,1,VS2,1388.0,3,5
0.52,Very Good,5,VS2,1389.0,4,5
0.52,Very Good,2,SI1,1389.0,4,2
0.33,Ideal,3,IF,1389.0,2,1
0.56,Fair,2,SI2,1389.0,0,3
0.58,Ideal,5,SI1,1389.0,2,2
0.52,Ideal,4,SI1,1389.0,2,2
0.52,Ideal,2,SI1,1389.0,2,2
0.5,Good,2,VS2,1389.0,1,5
0.54,Premium,4,SI1,1389.0,3,2
0.54,Very Good,4,SI1,1389.0,4,2
0.54,Ideal,4,SI1,1389.0,2,2
0.54,Very Good,3,SI1,1389.0,4,2
0.42,Ideal,3,VVS1,1389.0,2,6
0.42,Premium,3,VVS1,1389.0,3,6
0.42,Ideal,1,VVS2,1389.0,2,7
0.54,Premium,5,VS2,1389.0,3,5
0.54,Ideal,5,VS2,1389.0,2,5
0.42,Premium,3,IF,1389.0,3,1
0.54,Premium,6,VS1,1389.0,3,4
0.64,Very Good,6,SI1,1390.0,4,2
0.5,Good,3,VS1,1390.0,1,4
0.6,Ideal,6,SI1,1390.0,2,2
0.55,Ideal,3,SI1,1390.0,2,2
0.42,Very Good,3,VVS1,1391.0,4,6
0.52,Ideal,5,VS2,1391.0,2,5
0.59,Very Good,6,VS2,1391.0,4,5
0.59,Very Good,6,VS2,1392.0,4,5
0.54,Very Good,4,SI1,1392.0,4,2
0.58,Ideal,2,SI2,1392.0,2,3
0.53,Very Good,6,VS1,1393.0,4,4
0.51,Very Good,2,VS2,1393.0,4,5
0.46,Ideal,4,VVS1,1393.0,2,6
0.55,Ideal,6,VS2,1393.0,2,5
0.46,Ideal,2,VS1,1393.0,2,4
0.58,Very Good,4,SI1,1393.0,4,2
0.51,Ideal,3,SI1,1394.0,2,2
0.56,Ideal,3,SI1,1394.0,2,2
0.42,Ideal,4,IF,1394.0,2,1
0.5,Good,3,VS2,1395.0,1,5
0.5,Premium,3,VS2,1395.0,3,5
0.5,Good,1,SI1,1395.0,1,2
0.53,Very Good,2,SI1,1395.0,4,2
0.53,Good,4,VS2,1395.0,1,5
0.53,Premium,2,SI1,1395.0,3,2
0.5,Very Good,1,SI1,1395.0,4,2
0.5,Premium,5,VS1,1395.0,3,4
0.42,Ideal,1,VS1,1395.0,2,4
0.62,Ideal,4,SI2,1395.0,2,3
0.52,Ideal,7,SI1,1395.0,2,2
0.54,Ideal,4,SI1,1395.0,2,2
0.5,Good,2,VS2,1395.0,1,5
0.73,Premium,4,I1,1395.0,3,0
0.5,Very Good,3,VS2,1396.0,4,5
0.51,Very Good,4,VS2,1397.0,4,5
0.57,Very Good,2,SI1,1397.0,4,2
0.57,Ideal,3,SI1,1397.0,2,2
0.51,Ideal,5,VS2,1397.0,2,5
0.57,Ideal,5,SI1,1397.0,2,2
0.5,Fair,2,VS2,1397.0,0,5
0.5,Good,2,VS2,1397.0,1,5
0.4,Ideal,2,VVS1,1397.0,2,6
0.38,Ideal,3,IF,1397.0,2,1
0.4,Premium,4,IF,1397.0,3,1
0.4,Ideal,4,IF,1397.0,2,1
0.4,Premium,2,VVS1,1397.0,3,6
0.5,Very Good,2,VS2,1397.0,4,5
0.57,Very Good,3,SI2,1397.0,4,3
0.57,Ideal,3,SI2,1397.0,2,3
0.51,Very Good,1,SI1,1398.0,4,2
0.6,Very Good,4,SI1,1399.0,4,2
0.56,Ideal,1,SI2,1399.0,2,3
0.41,Ideal,1,SI1,1399.0,2,2
0.52,Premium,1,SI1,1399.0,3,2
0.49,Very Good,2,SI1,1400.0,4,2
0.42,Ideal,2,VVS1,1400.0,2,6
0.38,Ideal,1,VVS1,1400.0,2,6
0.42,Ideal,4,IF,1400.0,2,1
0.38,Premium,1,VVS1,1400.0,3,6
0.42,Premium,4,IF,1400.0,3,1
0.5,Ideal,4,VS2,1400.0,2,5
0.47,Ideal,2,VS1,1400.0,2,4
0.55,Good,3,SI1,1400.0,1,2
0.3,Ideal,6,SI1,506.0,2,2
0.3,Good,6,SI1,506.0,1,2
0.3,Very Good,6,SI1,506.0,4,2
0.3,Good,4,SI2,506.0,1,3
0.3,Very Good,4,SI2,506.0,4,3
0.3,Premium,4,SI2,506.0,3,3
0.31,Very Good,1,SI1,507.0,4,2
0.3,Ideal,6,VVS2,507.0,2,7
0.31,Ideal,5,VS2,507.0,2,5
0.5,Ideal,5,VS2,1400.0,2,5
0.58,Very Good,3,SI1,1401.0,4,2
0.55,Very Good,1,SI2,1401.0,4,3
0.52,Ideal,5,VS2,1401.0,2,5
0.54,Ideal,4,VS2,1401.0,2,5
0.59,Ideal,6,VS1,1401.0,2,4
0.46,Ideal,5,VS1,1401.0,2,4
0.61,Ideal,6,SI2,1401.0,2,3
0.58,Ideal,3,SI1,1401.0,2,2
0.52,Fair,6,VVS2,1401.0,0,7
0.61,Premium,3,SI2,1401.0,3,3
0.61,Very Good,6,VS2,1401.0,4,5
0.45,Ideal,2,VVS2,1401.0,2,7
0.6,Very Good,6,VS2,1402.0,4,5
0.5,Very Good,3,VS2,1402.0,4,5
0.6,Very Good,5,SI1,1402.0,4,2
0.58,Very Good,5,SI1,1402.0,4,2
0.51,Premium,3,VS2,1402.0,3,5
0.5,Good,1,VS2,1402.0,1,5
0.55,Ideal,5,VS2,1402.0,2,5
0.38,Ideal,2,IF,1402.0,2,1
0.48,Good,3,VS1,1402.0,1,4
0.51,Premium,2,SI1,1402.0,3,2
0.51,Very Good,2,SI1,1402.0,4,2
0.53,Fair,3,VS2,1402.0,0,5
0.51,Ideal,2,SI1,1402.0,2,2
0.51,Very Good,1,SI1,1403.0,4,2
0.57,Very Good,3,SI1,1403.0,4,2
0.51,Ideal,1,SI1,1403.0,2,2
0.5,Very Good,3,VS2,1404.0,4,5
0.54,Very Good,3,SI1,1404.0,4,2
0.54,Very Good,4,SI1,1404.0,4,2
0.4,Good,3,IF,1404.0,1,1
0.4,Very Good,3,IF,1404.0,4,1
0.48,Ideal,3,VS1,1404.0,2,4
0.5,Ideal,3,VS2,1404.0,2,5
0.54,Ideal,4,SI1,1404.0,2,2
0.5,Ideal,1,SI1,1404.0,2,2
0.56,Ideal,2,SI1,1405.0,2,2
0.55,Good,2,SI1,1406.0,1,2
0.55,Very Good,2,SI1,1406.0,4,2
0.56,Ideal,6,VS1,1406.0,2,4
0.4,Ideal,3,IF,1406.0,2,1
0.51,Premium,3,SI1,1406.0,3,2
0.51,Good,3,SI1,1406.0,1,2
0.51,Ideal,3,SI1,1406.0,2,2
0.57,Premium,2,SI1,1406.0,3,2
0.37,Ideal,3,VVS1,1406.0,2,6
0.51,Premium,1,SI2,1406.0,3,3
0.5,Very Good,2,VS2,1407.0,4,5
0.5,Good,2,VS2,1407.0,1,5
0.63,Ideal,4,SI2,1407.0,2,3
0.44,Good,4,IF,1407.0,1,1
0.58,Premium,2,SI1,1407.0,3,2
0.56,Very Good,4,SI1,1408.0,4,2
0.58,Very Good,4,SI1,1408.0,4,2
0.53,Very Good,2,SI1,1408.0,4,2
0.61,Good,2,SI2,1408.0,1,3
0.58,Very Good,6,VS2,1408.0,4,5
0.52,Very Good,4,VS2,1408.0,4,5
0.52,Ideal,5,VS1,1408.0,2,4
0.52,Very Good,1,SI1,1408.0,4,2
0.43,Ideal,4,VVS2,1408.0,2,7
0.44,Ideal,1,VVS2,1408.0,2,7
0.5,Ideal,5,VS2,1408.0,2,5
0.58,Ideal,4,SI1,1408.0,2,2
0.58,Ideal,3,SI1,1408.0,2,2
0.53,Ideal,2,SI1,1408.0,2,2
0.38,Very Good,2,IF,1409.0,4,1
0.71,Fair,7,SI2,1409.0,0,3
0.5,Good,3,VS2,1409.0,1,5
0.5,Ideal,2,SI1,1409.0,2,2
0.54,Ideal,3,SI2,1409.0,2,3
0.5,Premium,3,SI1,1409.0,3,2
0.55,Premium,3,SI1,1410.0,3,2
0.5,Very Good,5,VS1,1410.0,4,4
0.5,Ideal,2,SI1,1410.0,2,2
0.5,Good,4,VS2,1410.0,1,5
0.55,Ideal,3,SI1,1410.0,2,2
0.5,Premium,2,SI1,1410.0,3,2
0.55,Good,3,SI1,1410.0,1,2
0.55,Very Good,3,SI1,1410.0,4,2
0.62,Good,1,SI2,1410.0,1,3
0.57,Ideal,6,VS2,1410.0,2,5
0.5,Ideal,6,VS2,1410.0,2,5
0.54,Ideal,2,SI1,1410.0,2,2
0.62,Fair,1,SI2,1410.0,0,3
0.5,Very Good,5,VS2,1411.0,4,5
0.64,Fair,6,VS2,1411.0,0,5
0.59,Premium,3,SI1,1412.0,3,2
0.59,Very Good,4,SI1,1412.0,4,2
0.59,Very Good,3,SI1,1412.0,4,2
0.46,Ideal,4,VVS1,1412.0,2,6
0.52,Ideal,2,SI2,1412.0,2,3
0.53,Ideal,5,VS2,1412.0,2,5
0.53,Ideal,1,SI2,1412.0,2,3
0.53,Premium,5,VS2,1412.0,3,5
0.46,Very Good,4,VVS1,1413.0,4,6
0.51,Ideal,2,VS2,1413.0,2,5
0.57,Very Good,1,SI2,1413.0,4,3
0.57,Ideal,1,SI2,1413.0,2,3
0.52,Ideal,4,SI1,1413.0,2,2
0.41,Ideal,1,VVS1,1413.0,2,6
0.41,Premium,1,VVS1,1413.0,3,6
0.51,Very Good,5,VS2,1414.0,4,5
0.57,Premium,2,SI2,1414.0,3,3
0.57,Premium,5,VS2,1414.0,3,5
0.7,Premium,6,SI2,1415.0,3,3
0.35,Fair,4,VS2,1415.0,0,5
0.53,Very Good,2,SI1,1415.0,4,2
0.53,Very Good,1,SI1,1415.0,4,2
0.5,Very Good,1,SI1,1415.0,4,2
0.54,Very Good,2,SI2,1415.0,4,3
0.62,Premium,7,VVS2,1415.0,3,7
0.5,Premium,6,VVS1,1415.0,3,6
0.53,Ideal,2,SI1,1415.0,2,2
0.5,Ideal,1,SI1,1415.0,2,2
0.5,Good,3,VS1,1415.0,1,4
0.55,Premium,4,SI1,1415.0,3,2
0.55,Ideal,3,SI1,1415.0,2,2
0.55,Premium,3,SI1,1415.0,3,2
0.5,Good,4,VS2,1415.0,1,5
0.5,Ideal,2,SI1,1415.0,2,2
0.5,Premium,2,SI1,1415.0,3,2
0.5,Good,2,SI1,1415.0,1,2
0.5,Very Good,2,SI1,1415.0,4,2
0.5,Premium,4,VS2,1415.0,3,5
0.61,Ideal,5,SI1,1416.0,2,2
0.51,Very Good,4,VS2,1417.0,4,5
0.46,Very Good,2,VS1,1417.0,4,4
0.55,Very Good,2,SI1,1417.0,4,2
0.51,Very Good,3,VS2,1417.0,4,5
0.56,Ideal,6,VS2,1417.0,2,5
0.53,Ideal,5,VS2,1417.0,2,5
0.56,Ideal,4,SI1,1417.0,2,2
0.55,Ideal,4,SI1,1417.0,2,2
0.47,Very Good,3,VVS2,1418.0,4,7
0.46,Ideal,3,VS1,1418.0,2,4
0.39,Ideal,2,IF,1418.0,2,1
0.59,Very Good,1,SI2,1419.0,4,3
0.59,Ideal,1,SI2,1419.0,2,3
0.41,Ideal,2,IF,1419.0,2,1
0.5,Good,2,VS2,1419.0,1,5
0.52,Good,3,VS1,1419.0,1,4
0.52,Very Good,4,VS1,1420.0,4,4
0.51,Very Good,1,SI1,1420.0,4,2
0.5,Premium,2,VS2,1420.0,3,5
0.7,Fair,4,SI2,1420.0,0,3
0.38,Very Good,2,IF,1421.0,4,1
0.47,Ideal,4,VVS1,1421.0,2,6
0.53,Ideal,3,SI2,1421.0,2,3
0.58,Ideal,5,SI1,1421.0,2,2
0.55,Ideal,4,SI1,1421.0,2,2
0.51,Premium,3,SI1,1421.0,3,2
0.54,Premium,4,VS2,1422.0,3,5
0.54,Ideal,2,SI1,1422.0,2,2
0.54,Good,4,VS2,1422.0,1,5
0.54,Premium,2,SI1,1422.0,3,2
0.54,Ideal,4,VS2,1422.0,2,5
0.47,Very Good,1,VS1,1422.0,4,4
